구분,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
2022년10월24일,2037.87,1940.77,1919.21,1855.72,1879.24,1977.91,1964.27,1930.85,1909.19,1971.95,1980.04,1969.37,1879.94,1962.15,1959.09,1938.50,1976.88
2022년10월25일,2036.53,1940.35,1919.63,1857.01,1879.24,1976.14,1963.36,1930.33,1909.33,1970.56,1979.02,1968.04,1877.84,1961.84,1958.72,1938.50,1974.38
2022년10월26일,2035.98,1940.35,1919.44,1856.47,1877.27,1968.73,1963.82,1929.06,1909.21,1967.07,1978.65,1965.33,1872.47,1957.80,1958.29,1938.50,1974.38
2022년10월27일,2035.87,1940.60,1916.23,1855.72,1877.21,1967.25,1963.82,1929.28,1907.64,1966.07,1978.43,1963.21,1875.26,1960.08,1958.12,1939.38,1974.38
2022년10월28일,2034.80,1939.20,1917.68,1855.67,1877.15,1965.95,1963.82,1929.03,1904.83,1964.64,1978.43,1960.33,1874.29,1959.67,1957.51,1939.38,1974.38
2022년10월29일,2030.32,1934.38,1920.35,1854.79,1876.31,1965.95,1963.82,1926.42,1906.26,1961.19,1978.64,1961.10,1872.35,1961.10,1957.22,1939.38,1974.38
2022년10월30일,2030.03,1934.38,1920.21,1853.61,1876.31,1965.95,1963.82,1925.98,1905.41,1958.12,1979.91,1960.90,1872.35,1958.81,1957.63,1945.43,1974.38
2022년10월31일,2033.92,1932.28,1919.93,1854.03,1877.77,1965.95,1963.82,1927.84,1905.55,1958.81,1982.09,1961.43,1870.74,1958.81,1957.49,1939.38,1975.63
2022년11월01일,2033.59,1929.19,1919.93,1851.79,1876.17,1965.61,1963.82,1927.05,1905.55,1958.77,1977.36,1959.83,1868.16,1958.08,1957.12,1939.38,1974.38
2022년11월02일,2031.48,1928.69,1919.93,1851.42,1876.17,1960.52,1963.82,1925.63,1904.41,1957.41,1977.18,1952.89,1864.29,1952.47,1953.13,1939.38,1974.38
2022년11월03일,2031.18,1928.27,1919.70,1848.93,1876.08,1960.32,1961.18,1925.04,1903.21,1958.77,1977.18,1952.89,1863.97,1951.02,1953.43,1939.38,1974.38
2022년11월04일,2031.14,1928.64,1918.58,1848.75,1874.96,1960.40,1961.18,1924.07,1899.47,1958.32,1971.70,1951.59,1866.81,1955.58,1952.84,1939.38,1974.38
2022년11월05일,2026.27,1928.69,1918.01,1848.70,1874.96,1960.40,1961.18,1922.41,1899.47,1958.55,1971.52,1952.33,1865.84,1953.71,1952.84,1939.38,1974.38
2022년11월06일,2026.90,1928.69,1916.61,1849.29,1874.96,1960.40,1961.18,1922.39,1899.47,1958.32,1971.52,1949.85,1867.77,1952.50,1953.13,1946.11,1971.88
2022년11월07일,2029.81,1929.93,1911.73,1849.21,1874.96,1960.63,1961.18,1923.72,1899.47,1958.32,1971.52,1949.85,1865.84,1952.50,1953.87,1946.11,1971.88
2022년11월08일,2031.13,1931.67,1917.61,1849.58,1876.02,1960.14,1961.18,1924.33,1900.33,1958.32,1970.79,1950.33,1867.81,1957.71,1956.99,1947.67,1971.88
2022년11월09일,2031.47,1934.34,1916.25,1850.77,1875.40,1960.84,1961.18,1925.09,1901.91,1958.32,1970.34,1950.33,1867.81,1955.82,1954.38,1947.67,1974.38
2022년11월10일,2030.34,1934.46,1914.90,1849.43,1873.78,1960.84,1960.95,1924.25,1901.91,1957.41,1972.21,1949.02,1868.87,1950.73,1954.82,1941.13,1973.13
2022년11월11일,2031.04,1934.65,1914.48,1850.29,1871.73,1960.84,1961.86,1923.55,1901.20,1956.91,1974.18,1946.67,1867.90,1950.73,1954.82,1927.67,1973.13
2022년11월12일,2027.14,1933.31,1914.18,1849.51,1871.73,1960.84,1960.50,1921.87,1900.91,1953.86,1974.18,1957.75,1867.58,1944.64,1954.82,1927.67,1973.13
2022년11월13일,2028.25,1933.31,1914.04,1850.47,1871.73,1960.84,1960.05,1921.70,1900.96,1953.64,1973.64,1951.89,1867.58,1949.50,1956.13,1927.67,1974.38
2022년11월14일,2030.10,1933.31,1914.04,1850.89,1871.73,1960.84,1960.05,1923.10,1900.34,1952.77,1974.18,1950.96,1867.58,1949.30,1956.44,1941.13,1973.13
2022년11월15일,2031.46,1933.87,1914.18,1849.99,1870.71,1960.60,1962.32,1922.27,1899.91,1952.77,1973.45,1948.85,1865.77,1949.00,1956.00,1941.13,1973.13
2022년11월16일,2029.79,1932.30,1915.18,1848.34,1870.51,1960.60,1961.86,1921.54,1899.77,1951.91,1972.04,1951.81,1864.23,1943.66,1956.77,1941.13,1973.13
2022년11월17일,2029.22,1932.70,1910.07,1848.44,1869.69,1960.60,1963.43,1923.41,1897.90,1951.00,1973.82,1950.76,1864.19,1942.06,1956.96,1941.13,1970.25
2022년11월18일,2027.96,1932.33,1912.37,1847.40,1866.92,1960.14,1963.43,1919.32,1895.39,1947.73,1973.46,1925.22,1864.19,1940.89,1956.66,1941.13,1970.25
2022년11월19일,2021.06,1928.30,1909.70,1843.53,1864.16,1960.14,1963.43,1915.12,1894.44,1944.67,1972.75,1923.83,1860.65,1945.10,1953.09,1941.13,1967.75
2022년11월20일,2021.06,1928.30,1908.70,1843.91,1863.76,1958.60,1963.43,1914.87,1894.15,1942.67,1973.89,1923.83,1859.68,1945.10,1949.90,1941.13,1966.50
2022년11월21일,2023.00,1926.63,1908.17,1842.79,1859.84,1957.33,1963.43,1914.90,1892.87,1940.67,1972.57,1916.63,1859.35,1944.19,1950.26,1941.13,1964.00
2022년11월22일,2020.03,1926.00,1904.81,1841.41,1858.24,1957.21,1961.05,1912.68,1890.65,1938.04,1970.25,1911.41,1859.35,1941.32,1949.30,1941.13,1962.75
2022년11월23일,2017.51,1924.07,1902.51,1839.43,1855.24,1954.88,1957.68,1909.05,1888.46,1934.71,1967.57,1907.07,1859.35,1936.48,1947.36,1929.88,1960.25
2022년11월24일,2015.46,1923.46,1893.28,1836.22,1852.29,1953.47,1954.50,1906.17,1885.38,1931.20,1965.66,1899.81,1858.71,1924.19,1945.64,1929.88,1950.63
2022년11월25일,2013.94,1920.93,1888.82,1830.72,1850.92,1952.72,1952.50,1903.62,1882.14,1929.20,1965.30,1898.33,1857.74,1919.02,1945.03,1926.13,1944.38
2022년11월26일,2012.43,1918.09,1885.18,1828.13,1849.35,1948.47,1949.59,1899.54,1880.29,1928.76,1964.05,1897.04,1853.23,1917.53,1941.83,1926.13,1894.29
2022년11월27일,2012.05,1914.63,1884.14,1828.42,1849.35,1950.55,1947.77,1898.15,1881.10,1929.85,1963.04,1895.46,1853.23,1920.63,1938.36,1930.29,1885.71
2022년11월28일,2013.74,1913.46,1883.08,1829.58,1845.82,1950.55,1947.77,1899.76,1883.80,1928.11,1962.50,1895.80,1852.90,1920.11,1940.13,1930.29,1885.71
2022년11월29일,2011.71,1909.46,1879.99,1828.09,1843.18,1950.07,1947.32,1898.43,1882.77,1924.09,1962.75,1891.15,1847.42,1919.47,1939.93,1930.29,1936.88
2022년11월30일,2015.46,1909.67,1877.61,1827.83,1842.78,1952.45,1941.86,1897.31,1882.34,1923.43,1961.68,1891.07,1846.77,1915.81,1937.38,1926.13,1936.88
2022년12월01일,2020.56,1907.60,1876.61,1825.74,1843.18,1948.19,1941.86,1898.32,1883.71,1923.22,1968.95,1889.33,1845.16,1909.56,1935.33,1926.13,1936.88
2022년12월02일,2026.84,1906.98,1875.22,1824.90,1842.78,1948.19,1941.05,1898.54,1883.57,1922.70,1968.60,1888.35,1844.84,1902.21,1930.74,1922.38,1938.13
2022년12월03일,2028.80,1904.73,1870.50,1824.84,1842.98,1951.85,1941.05,1897.55,1879.94,1921.39,1969.05,1886.05,1844.52,1900.23,1930.15,1921.13,1934.38
2022년12월04일,2027.12,1904.73,1870.22,1823.55,1841.98,1947.52,1939.68,1896.39,1881.17,1921.17,1968.87,1886.05,1853.23,1898.98,1930.15,1921.13,1935.63
2022년12월05일,2027.40,1902.95,1868.29,1820.84,1841.61,1947.70,1938.77,1894.59,1881.69,1919.98,1972.35,1886.89,1844.19,1897.63,1929.41,1921.13,1934.38
2022년12월06일,2025.01,1897.96,1857.16,1820.61,1836.69,1943.21,1944.78,1893.49,1877.34,1918.18,1966.35,1878.96,1842.90,1887.91,1932.26,1921.13,1935.63
2022년12월07일,2019.65,1891.72,1860.82,1818.49,1832.18,1940.58,1940.74,1890.68,1874.97,1918.87,1966.35,1876.09,1840.94,1885.15,1923.68,1910.29,1934.38
2022년12월08일,2017.06,1880.63,1855.53,1809.12,1831.59,1939.90,1938.48,1886.80,1869.80,1917.53,1969.56,1866.67,1840.32,1875.19,1919.54,1910.29,1936.88
2022년12월09일,2010.34,1872.26,1848.74,1794.93,1821.90,1938.15,1933.00,1878.48,1867.01,1908.98,1964.18,1861.56,1822.19,1871.77,1907.45,1910.29,1950.00
2022년12월10일,1998.56,1865.00,1840.79,1791.46,1816.51,1932.78,1929.39,1872.59,1863.61,1906.09,1953.77,1855.07,1815.61,1863.64,1905.28,1910.29,1950.00
2022년12월11일,1994.62,1865.38,1838.65,1790.57,1816.04,1931.05,1917.09,1868.98,1859.01,1903.20,1946.98,1870.42,1814.65,1864.83,1900.06,1910.29,1947.14
2022년12월12일,1986.14,1857.58,1831.28,1780.97,1811.38,1928.07,1913.91,1864.63,1855.41,1901.00,1946.56,1849.73,1813.19,1855.44,1890.54,1910.29,1923.13
2022년12월13일,1970.41,1852.35,1823.03,1772.19,1806.96,1919.24,1906.18,1848.59,1850.24,1892.24,1943.67,1845.88,1809.84,1847.88,1883.54,1910.29,1915.63
2022년12월14일,1955.49,1846.21,1818.07,1765.13,1803.66,1914.85,1906.18,1840.29,1847.84,1888.61,1926.93,1851.07,1805.00,1837.06,1880.77,1910.29,1910.63
2022년12월15일,1953.83,1841.78,1815.25,1755.06,1794.22,1912.10,1905.27,1832.45,1843.23,1876.13,1917.04,1839.52,1801.09,1827.16,1870.29,1921.50,1910.63
2022년12월16일,1950.28,1840.40,1813.07,1754.23,1791.24,1905.86,1903.91,1825.21,1834.96,1873.04,1907.64,1838.02,1797.81,1824.92,1870.14,1929.89,1903.13
2022년12월17일,1940.78,1834.96,1806.64,1747.99,1789.38,1889.65,1903.91,1820.67,1829.46,1863.84,1902.18,1830.18,1793.72,1820.24,1866.43,1929.89,1896.88
2022년12월18일,1939.66,1834.34,1806.64,1745.96,1789.38,1887.19,1900.73,1819.07,1827.46,1862.96,1902.44,1827.00,1793.56,1816.08,1861.00,1929.89,1896.88
2022년12월19일,1941.80,1830.59,1805.44,1742.50,1788.58,1885.79,1896.18,1817.62,1826.93,1860.04,1900.04,1826.45,1792.63,1812.08,1863.93,1929.89,1894.38
2022년12월20일,1936.96,1819.88,1799.47,1737.41,1783.02,1883.47,1892.27,1813.97,1820.97,1858.09,1898.36,1826.82,1786.22,1810.23,1860.52,1929.89,1890.63
2022년12월21일,1933.31,1804.11,1795.29,1736.19,1776.41,1880.16,1890.64,1812.48,1820.10,1856.17,1891.14,1821.82,1784.34,1807.63,1858.63,1921.13,1888.00
2022년12월22일,1930.74,1800.31,1793.32,1734.17,1774.49,1874.58,1888.59,1809.70,1817.43,1855.63,1885.95,1823.49,1782.85,1804.25,1843.54,1921.13,1888.00
2022년12월23일,1929.69,1794.65,1793.01,1731.57,1774.33,1873.74,1888.59,1807.47,1813.81,1853.07,1883.18,1817.93,1782.55,1802.65,1839.20,1921.13,1888.00
2022년12월24일,1927.69,1793.79,1792.73,1731.53,1772.47,1873.28,1888.59,1805.61,1811.27,1853.61,1883.09,1814.05,1782.24,1800.96,1839.54,1921.13,1888.00
2022년12월25일,1926.85,1793.30,1792.73,1730.28,1770.16,1873.28,1886.77,1805.16,1810.65,1852.96,1882.55,1813.51,1780.59,1802.43,1839.00,1921.13,1888.00
2022년12월26일,1925.90,1793.30,1792.44,1729.86,1767.92,1873.98,1886.77,1804.71,1809.94,1852.09,1875.27,1811.11,1778.64,1806.25,1839.00,1921.13,1888.00
2022년12월27일,1926.09,1792.63,1796.74,1729.59,1766.55,1873.74,1885.41,1803.92,1806.42,1852.54,1874.73,1811.50,1773.91,1802.52,1838.90,1921.13,1880.50
2022년12월28일,1926.12,1789.60,1796.60,1729.14,1764.94,1868.86,1884.50,1803.72,1806.42,1851.33,1873.89,1807.14,1773.76,1799.38,1838.30,1921.13,1880.50
2022년12월29일,1924.52,1787.40,1794.27,1729.83,1763.18,1872.79,1885.41,1802.83,1806.32,1850.67,1873.89,1806.70,1769.91,1802.71,1837.87,1921.13,1880.50
2022년12월30일,1923.96,1787.40,1794.97,1729.79,1764.16,1872.79,1885.41,1802.89,1804.42,1850.89,1873.89,1810.39,1769.91,1806.10,1837.72,1921.13,1821.29
2022년12월31일,1923.56,1789.23,1798.04,1731.56,1763.49,1872.79,1885.55,1803.86,1804.96,1853.07,1874.16,1809.75,1769.91,1806.31,1840.11,1921.13,1821.29
