구분,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
2022년05월28일,2312.41,2245.01,2196.60,2180.22,2162.81,2194.05,2214.40,2215.67,2194.98,2182.88,2234.88,2182.82,2187.61,2201.93,2212.31,2332.57,2206.63
2022년05월29일,2311.72,2245.01,2197.06,2181.24,2163.77,2194.95,2215.90,2216.16,2194.83,2183.63,2234.88,2184.96,2187.43,2202.44,2215.47,2332.57,2206.63
2022년05월30일,2316.11,2245.77,2198.92,2181.46,2166.21,2196.58,2215.90,2218.08,2194.83,2183.13,2235.08,2185.98,2188.82,2203.78,2215.38,2332.57,2210.38
2022년05월31일,2319.17,2249.75,2204.98,2186.33,2169.06,2200.98,2219.85,2221.37,2198.75,2188.65,2237.12,2186.47,2193.14,2205.57,2221.64,2332.57,2212.88
2022년06월01일,2314.60,2247.82,2208.22,2191.06,2168.98,2208.15,2223.00,2223.82,2199.51,2189.90,2239.96,2190.16,2198.54,2213.52,2230.91,2332.57,2221.63
2022년06월02일,2319.10,2248.97,2212.11,2193.11,2170.85,2211.92,2224.50,2226.00,2200.92,2192.65,2241.80,2191.27,2200.14,2214.66,2236.05,2332.57,2224.13
2022년06월03일,2320.81,2250.13,2220.23,2196.94,2174.56,2212.13,2225.50,2229.22,2203.34,2199.78,2240.64,2194.18,2200.86,2217.39,2240.19,2332.57,2226.63
2022년06월04일,2322.75,2255.94,2225.83,2207.58,2183.28,2226.38,2230.75,2233.89,2208.39,2205.15,2250.67,2198.18,2209.68,2221.36,2241.50,2366.86,2235.75
2022년06월05일,2325.71,2256.06,2227.47,2209.22,2188.47,2228.63,2233.65,2235.26,2210.42,2208.13,2253.53,2202.71,2209.68,2222.41,2242.75,2366.86,2245.75
2022년06월06일,2328.38,2257.71,2228.71,2212.30,2192.11,2230.93,2234.15,2237.39,2211.34,2212.35,2254.45,2202.71,2211.82,2229.33,2245.06,2366.86,2248.25
2022년06월07일,2329.93,2260.04,2232.82,2214.69,2192.96,2233.55,2236.65,2244.07,2213.27,2220.60,2257.43,2205.69,2216.70,2231.89,2248.50,2358.43,2252.00
2022년06월08일,2335.21,2263.31,2237.18,2225.48,2200.19,2241.85,2244.65,2251.60,2221.08,2225.38,2266.25,2211.18,2226.63,2236.32,2256.67,2350.00,2257.25
2022년06월09일,2342.26,2267.95,2239.61,2230.36,2200.29,2242.80,2245.10,2260.13,2225.42,2231.28,2271.16,2216.73,2232.19,2247.43,2262.14,2350.00,2262.38
2022년06월10일,2351.51,2283.49,2246.94,2240.09,2205.44,2254.03,2259.20,2267.92,2232.05,2237.80,2277.51,2227.00,2242.19,2260.02,2267.52,2350.00,2264.88
2022년06월11일,2350.58,2288.89,2261.26,2257.54,2211.63,2260.20,2271.65,2272.03,2250.47,2243.30,2290.48,2243.40,2244.67,2267.98,2277.71,2350.00,2269.88
2022년06월12일,2350.24,2290.84,2265.05,2262.62,2213.19,2263.45,2274.15,2275.15,2253.91,2244.30,2290.88,2246.33,2245.63,2273.20,2281.30,2350.00,2274.88
2022년06월13일,2360.74,2292.90,2269.82,2267.90,2216.10,2269.20,2276.15,2280.71,2254.86,2251.30,2294.61,2253.07,2248.22,2277.07,2285.03,2350.00,2283.63
2022년06월14일,2371.67,2296.58,2275.20,2270.51,2220.00,2271.40,2273.48,2285.62,2266.41,2260.88,2298.25,2258.16,2253.41,2280.14,2288.24,2401.43,2296.13
2022년06월15일,2376.14,2296.56,2279.45,2276.10,2222.54,2277.90,2283.38,2293.05,2269.50,2261.49,2301.29,2263.39,2253.41,2287.07,2291.10,2401.43,2303.63
2022년06월16일,2379.67,2305.12,2286.64,2278.39,2227.42,2278.13,2286.24,2297.91,2272.78,2263.88,2304.55,2265.43,2255.22,2290.48,2293.43,2401.43,2308.63
2022년06월17일,2385.42,2320.41,2293.67,2285.25,2235.94,2289.58,2296.29,2303.43,2279.50,2270.00,2312.13,2269.87,2271.78,2296.66,2303.78,2401.43,2313.38
2022년06월18일,2387.80,2322.41,2298.14,2286.88,2241.77,2291.98,2298.19,2309.99,2281.98,2271.95,2322.65,2275.00,2275.70,2301.02,2309.81,2401.43,2318.63
2022년06월19일,2389.33,2323.16,2301.47,2290.36,2244.06,2294.48,2304.86,2311.80,2283.08,2274.51,2325.06,2276.98,2275.70,2304.05,2311.87,2401.43,2329.88
2022년06월20일,2391.86,2324.41,2302.52,2293.26,2263.57,2294.98,2305.33,2313.87,2287.23,2277.80,2326.40,2281.64,2275.70,2304.52,2312.67,2401.43,2332.38
2022년06월21일,2401.49,2328.49,2310.62,2299.68,2253.58,2304.23,2310.29,2322.63,2293.34,2282.44,2328.69,2282.91,2284.56,2308.74,2317.69,2401.43,2337.38
2022년06월22일,2410.73,2331.72,2312.55,2304.22,2260.35,2312.98,2311.62,2327.93,2299.92,2287.20,2333.12,2286.00,2289.00,2310.17,2321.97,2401.43,2343.63
2022년06월23일,2416.85,2341.48,2313.57,2307.26,2261.81,2316.35,2314.95,2332.26,2305.00,2288.66,2333.38,2293.62,2292.19,2310.35,2323.61,2392.86,2352.13
2022년06월24일,2425.16,2349.16,2325.83,2310.72,2268.98,2325.08,2323.52,2336.50,2310.21,2293.05,2338.75,2296.89,2302.41,2314.84,2328.80,2388.57,2355.88
2022년06월25일,2426.56,2350.10,2327.58,2317.64,2271.35,2328.33,2332.10,2338.49,2313.47,2295.24,2339.52,2299.02,2305.74,2315.86,2333.46,2388.57,2355.88
2022년06월26일,2428.37,2352.49,2329.98,2320.81,2272.96,2330.85,2329.81,2339.83,2313.56,2298.29,2340.45,2299.69,2307.59,2318.07,2337.15,2388.57,2358.38
2022년06월27일,2432.84,2352.00,2332.21,2323.54,2279.77,2330.51,2331.71,2342.45,2316.54,2298.78,2344.35,2302.09,2311.63,2319.70,2338.23,2388.57,2360.88
2022년06월28일,2434.27,2354.05,2335.40,2329.75,2283.65,2335.00,2333.14,2343.94,2317.94,2299.51,2346.40,2306.87,2312.96,2325.41,2339.31,2388.57,2371.38
2022년06월29일,2435.22,2355.90,2334.44,2331.80,2286.27,2335.77,2334.10,2345.53,2316.87,2302.07,2348.12,2312.09,2318.68,2331.57,2340.77,2388.57,2350.86
2022년06월30일,2436.74,2359.88,2337.45,2331.42,2290.44,2339.85,2336.95,2347.72,2321.70,2303.49,2351.77,2313.37,2320.11,2334.09,2344.40,2388.57,2358.00
2022년07월01일,2400.33,2336.37,2318.16,2288.70,2272.21,2304.55,2305.55,2317.67,2296.77,2282.88,2330.85,2304.52,2300.75,2316.55,2317.63,2355.57,2351.00
2022년07월02일,2397.07,2330.59,2317.25,2285.12,2273.73,2303.05,2305.55,2314.33,2298.51,2278.17,2329.40,2302.64,2298.96,2314.56,2315.62,2349.71,2348.50
2022년07월03일,2396.41,2332.32,2315.91,2282.97,2272.33,2298.30,2305.55,2313.73,2298.41,2278.17,2329.40,2302.37,2296.46,2313.07,2312.45,2349.71,2348.50
2022년07월04일,2394.65,2332.20,2314.47,2282.97,2271.35,2298.80,2303.27,2311.88,2298.41,2278.05,2329.40,2298.67,2294.32,2315.63,2313.69,2349.71,2343.50
2022년07월05일,2391.47,2332.12,2312.12,2282.01,2270.17,2300.51,2302.00,2310.93,2294.95,2277.76,2331.15,2300.65,2292.79,2309.34,2314.06,2343.86,2343.50
2022년07월06일,2389.73,2330.27,2309.03,2280.55,2267.21,2295.64,2299.18,2309.68,2291.06,2275.64,2333.40,2297.61,2291.34,2309.34,2312.24,2337.29,2343.50
2022년07월07일,2387.64,2326.38,2306.65,2278.38,2265.43,2296.55,2299.32,2304.93,2287.51,2268.09,2328.65,2295.04,2291.00,2307.39,2308.98,2337.29,2343.50
2022년07월08일,2380.76,2323.19,2302.66,2268.81,2259.35,2288.20,2297.05,2298.73,2281.79,2259.51,2324.63,2291.64,2283.07,2297.35,2302.85,2337.29,2343.50
2022년07월09일,2375.04,2320.54,2297.99,2266.28,2259.29,2286.90,2293.86,2295.54,2280.27,2257.65,2320.72,2286.33,2279.41,2294.05,2297.84,2337.29,2339.75
2022년07월10일,2372.41,2320.26,2293.16,2265.54,2257.42,2285.20,2292.95,2294.99,2280.27,2252.53,2318.30,2285.67,2279.41,2292.91,2297.46,2345.86,2339.75
2022년07월11일,2374.50,2318.77,2293.47,2260.93,2256.81,2282.70,2291.67,2293.90,2279.82,2247.77,2318.48,2283.91,2277.69,2292.23,2300.23,2337.29,2339.75
2022년07월12일,2367.54,2313.46,2289.31,2250.84,2253.09,2276.90,2284.91,2290.37,2276.71,2246.84,2313.94,2278.83,2275.24,2284.66,2294.75,2288.14,2312.43
2022년07월13일,2360.08,2306.89,2283.82,2243.71,2251.35,2275.23,2272.14,2284.61,2273.02,2242.53,2307.73,2275.04,2259.72,2279.43,2289.52,2249.29,2306.71
2022년07월14일,2352.98,2294.58,2274.28,2236.83,2245.35,2268.20,2255.91,2277.93,2266.11,2236.30,2300.58,2260.04,2242.69,2263.86,2282.95,2249.29,2320.50
2022년07월15일,2343.75,2278.94,2267.12,2228.07,2240.04,2260.55,2247.68,2267.37,2258.05,2228.81,2294.77,2263.28,2237.24,2255.75,2271.47,2249.29,2308.00
2022년07월16일,2335.04,2277.67,2265.31,2220.83,2231.85,2257.13,2244.50,2260.70,2253.09,2223.44,2284.83,2257.39,2233.45,2248.36,2263.48,2249.29,2296.75
2022년07월17일,2332.48,2274.49,2265.01,2219.96,2229.25,2255.38,2240.00,2258.75,2248.53,2223.44,2296.04,2254.98,2233.07,2247.39,2258.29,2249.29,2296.75
2022년07월18일,2334.93,2272.96,2261.09,2217.61,2220.71,2253.48,2237.77,2254.32,2244.95,2219.49,2277.64,2252.22,2232.38,2246.48,2257.99,2235.00,2290.50
2022년07월19일,2320.72,2262.98,2248.21,2204.97,2212.60,2237.33,2224.86,2241.17,2231.42,2206.63,2266.91,2244.67,2221.07,2240.16,2252.06,2235.00,2284.25
2022년07월20일,2311.27,2247.37,2232.14,2195.91,2200.92,2223.78,2213.18,2231.27,2220.68,2193.28,2256.72,2240.41,2210.83,2227.25,2246.25,2235.00,2279.25
2022년07월21일,2305.13,2237.57,2224.69,2185.41,2190.04,2209.53,2206.36,2222.67,2215.18,2188.40,2253.23,2236.07,2193.33,2220.93,2241.78,2159.43,2272.00
2022년07월22일,2299.97,2234.11,2218.58,2174.46,2180.54,2200.70,2199.64,2212.30,2201.56,2183.09,2248.06,2230.20,2187.33,2209.61,2237.67,2159.43,2258.25
2022년07월23일,2287.36,2219.32,2207.88,2159.30,2166.38,2189.23,2179.82,2201.23,2193.97,2177.58,2238.08,2221.64,2173.03,2198.82,2226.82,2159.43,2241.50
2022년07월24일,2285.37,2217.23,2207.14,2153.74,2164.10,2187.55,2177.82,2196.15,2191.43,2174.09,2236.62,2220.33,2170.72,2196.43,2225.72,2121.43,2241.50
2022년07월25일,2282.77,2208.46,2201.31,2144.42,2155.98,2185.48,2176.32,2190.55,2187.55,2163.65,2224.98,2219.67,2169.00,2191.66,2220.91,2121.43,2223.00
2022년07월26일,2270.61,2197.98,2187.32,2132.25,2147.88,2176.65,2167.00,2179.32,2180.27,2156.58,2216.13,2223.28,2157.62,2185.16,2214.28,2097.14,2216.25
2022년07월27일,2262.37,2191.94,2176.01,2122.04,2137.02,2170.73,2159.86,2170.04,2171.73,2145.28,2214.21,2213.83,2153.48,2178.50,2206.71,2097.14,2205.00
2022년07월28일,2251.07,2175.71,2172.97,2113.55,2135.88,2167.88,2154.68,2159.19,2157.57,2143.19,2202.81,2211.87,2146.72,2171.98,2198.26,2097.14,2202.50
2022년07월29일,2242.20,2170.45,2164.25,2102.54,2128.02,2158.25,2149.68,2151.41,2147.22,2126.16,2190.26,2207.65,2138.72,2165.72,2188.01,2125.71,2197.50
2022년07월30일,2233.96,2164.17,2158.46,2097.35,2123.94,2155.90,2143.27,2146.03,2140.36,2122.65,2187.08,2204.17,2129.64,2159.13,2187.28,2125.71,2182.50
2022년07월31일,2232.44,2163.08,2156.96,2094.80,2123.52,2155.90,2143.73,2144.63,2136.97,2120.33,2187.08,2199.54,2126.83,2159.36,2185.87,2136.67,2179.00
2022년08월01일,2232.29,2160.20,2155.16,2090.45,2118.10,2154.65,2141.00,2139.76,2136.09,2116.37,2182.74,2199.33,2125.45,2157.18,2183.70,2125.71,2113.57
2022년08월02일,2230.50,2155.43,2146.26,2075.79,2113.65,2153.15,2131.45,2135.08,2134.54,2113.58,2178.13,2197.37,2116.24,2152.02,2181.56,2114.29,2113.57
2022년08월03일,2216.71,2146.69,2130.94,2068.51,2102.35,2148.88,2123.27,2125.49,2127.25,2106.60,2165.10,2194.31,2108.66,2141.58,2175.74,2114.29,2163.75
2022년08월04일,2207.01,2133.75,2132.72,2058.86,2095.88,2140.40,2106.00,2119.91,2115.61,2099.67,2156.25,2192.67,2106.83,2138.64,2164.63,2114.29,2156.25
2022년08월05일,2199.76,2126.11,2123.90,2048.64,2092.54,2141.90,2090.68,2112.53,2111.93,2096.81,2146.83,2185.54,2099.80,2134.00,2157.53,2114.29,2133.75
2022년08월06일,2191.42,2119.28,2118.64,2036.36,2085.42,2129.90,2079.05,2105.74,2104.18,2091.29,2144.19,2179.67,2086.33,2126.87,2150.79,2092.86,2131.25
2022년08월07일,2190.29,2118.31,2114.74,2034.62,2083.67,2128.40,2079.05,2103.30,2101.19,2091.47,2141.96,2173.50,2085.33,2125.31,2148.74,2085.71,2131.25
2022년08월08일,2190.36,2112.65,2113.91,2030.90,2075.85,2122.30,2074.50,2100.99,2097.31,2087.02,2140.75,2168.61,2085.17,2125.09,2145.85,2085.71,2093.57
2022년08월09일,2175.84,2103.14,2107.10,2026.99,2067.56,2111.40,2072.68,2089.55,2088.99,2082.51,2136.32,2156.67,2085.86,2117.87,2138.65,2080.00,2090.71
2022년08월10일,2166.52,2093.69,2098.31,2017.87,2058.38,2105.88,2062.55,2081.57,2079.75,2080.60,2127.67,2151.93,2069.38,2110.51,2133.01,2072.86,2116.25
2022년08월11일,2158.64,2086.80,2083.99,2010.59,2041.48,2098.38,2055.68,2075.10,2075.12,2076.88,2120.46,2146.50,2064.48,2102.22,2123.93,2047.50,2112.50
2022년08월12일,2154.23,2084.11,2078.70,2008.93,2023.75,2099.65,2048.86,2068.30,2061.48,2072.28,2115.30,2144.33,2051.86,2091.84,2101.28,2072.86,2087.50
2022년08월13일,2146.00,2074.05,2074.13,2001.96,2014.79,2092.45,2044.77,2060.83,2057.26,2063.67,2104.08,2134.22,2043.72,2089.91,2091.25,2060.00,2085.25
2022년08월14일,2143.21,2069.61,2073.41,1998.93,2013.48,2092.20,2042.95,2058.99,2054.42,2062.98,2104.08,2130.35,2042.69,2087.11,2084.88,2060.00,2076.50
2022년08월15일,2143.62,2066.45,2072.13,1999.28,2012.44,2090.65,2041.59,2053.76,2054.14,2062.05,2103.21,2129.04,2042.00,2086.00,2082.79,2060.00,2076.50
2022년08월16일,2140.61,2064.87,2063.29,1994.87,2010.98,2089.40,2040.23,2049.45,2051.59,2056.72,2099.85,2124.04,2038.48,2083.78,2079.81,2060.00,2067.50
2022년08월17일,2133.44,2056.95,2054.36,1982.37,2003.02,2078.48,2030.33,2040.91,2043.67,2054.00,2098.06,2114.91,2034.93,2075.62,2070.49,2031.43,2067.50
2022년08월18일,2129.94,2050.81,2040.03,1974.22,1994.27,2073.23,2029.73,2034.88,2039.75,2052.74,2090.02,2105.50,2030.07,2069.20,2063.43,2031.43,2025.00
2022년08월19일,2123.88,2044.10,2035.55,1969.57,1988.81,2063.80,2023.77,2029.14,2030.93,2042.84,2083.19,2100.72,2011.83,2063.29,2055.38,2029.29,2051.25
2022년08월20일,2119.20,2040.22,2033.14,1961.58,1985.06,2058.68,2022.86,2024.69,2026.68,2041.00,2079.13,2096.80,2005.28,2059.18,2053.91,2029.29,2051.25
2022년08월21일,2118.63,2039.37,2031.37,1959.23,1984.65,2056.73,2021.95,2023.50,2021.57,2038.93,2077.06,2093.98,2005.28,2054.47,2052.29,2029.29,2051.25
2022년08월22일,2115.92,2035.73,2027.86,1955.09,1976.33,2056.49,2018.77,2021.57,2016.18,2035.44,2070.85,2090.28,2002.52,2050.13,2048.47,2027.14,2051.25
2022년08월23일,2112.20,2028.00,2022.04,1950.77,1972.81,2055.49,2016.00,2018.18,2013.40,2032.77,2069.34,2081.80,1996.48,2048.18,2046.97,2027.14,2051.25
2022년08월24일,2109.89,2026.80,2020.60,1947.80,1970.96,2048.78,2016.00,2015.98,2009.69,2029.58,2068.21,2081.37,1989.00,2046.18,2038.49,2020.00,2051.25
2022년08월25일,2109.65,2025.87,2018.21,1947.38,1970.67,2047.39,2013.73,2015.45,2009.24,2029.58,2064.46,2081.37,1983.93,2045.49,2037.31,2020.00,2051.25
2022년08월26일,2107.62,2026.15,2015.67,1944.01,1968.79,2046.29,2013.73,2013.32,2005.64,2029.88,2063.69,2078.13,1978.41,2045.04,2043.81,2020.00,2051.25
2022년08월27일,2102.66,2025.92,2014.31,1943.74,1968.58,2046.29,2013.73,2010.55,2002.24,2028.52,2063.69,2082.48,1978.00,2045.93,2042.96,2020.00,2046.25
2022년08월28일,2102.48,2025.92,2015.68,1943.74,1968.79,2045.98,2013.73,2011.08,2002.17,2028.52,2063.69,2080.30,1978.00,2047.09,2041.53,2020.00,2046.25
2022년08월29일,2106.91,2022.90,2013.89,1945.04,1968.36,2046.29,2014.18,2012.47,2002.62,2029.43,2063.12,2081.17,1978.00,2047.09,2042.30,2020.00,2046.25
2022년08월30일,2106.97,2022.90,2013.96,1944.61,1966.87,2046.76,2016.45,2013.20,2001.99,2029.65,2062.73,2082.70,1978.00,2050.73,2035.10,2045.71,2043.75
2022년08월31일,2107.64,2024.12,2013.96,1945.13,1966.87,2046.39,2016.45,2013.96,2001.99,2030.53,2064.62,2077.96,1976.53,2051.86,2038.24,2050.00,2043.75
2022년09월01일,2107.95,2025.34,2013.24,1945.07,1967.72,2047.76,2016.45,2014.31,2001.84,2031.47,2065.68,2077.11,1977.29,2052.20,2035.91,2050.00,2043.75
2022년09월02일,2107.67,2024.84,2013.24,1944.64,1967.36,2047.02,2013.73,2014.02,2000.42,2030.73,2063.23,2074.11,1977.29,2051.75,2035.96,2050.00,2043.75
2022년09월03일,2103.49,2023.73,2013.24,1942.78,1966.94,2047.02,2013.27,2011.18,1997.99,2030.61,2058.15,2075.38,1977.29,2053.16,2036.47,2052.86,2043.75
2022년09월04일,2106.41,2020.29,2013.74,1942.78,1965.50,2046.78,2013.27,2012.77,1998.00,2029.49,2058.15,2079.20,1977.29,2057.70,2037.02,2052.86,2043.75
2022년09월05일,2110.42,2023.73,2012.87,1942.70,1965.50,2046.54,2013.27,2014.42,1996.81,2029.70,2058.15,2078.33,1977.53,2053.42,2035.84,2052.86,2043.75
2022년09월06일,2109.87,2023.44,2012.26,1941.51,1965.37,2047.27,2013.27,2014.22,1996.36,2027.55,2058.50,2078.33,1977.53,2049.86,2037.21,2052.86,2043.75
2022년09월07일,2108.70,2022.95,2012.26,1939.54,1965.37,2047.27,2013.27,2013.32,1996.06,2026.18,2054.36,2080.37,1977.53,2049.18,2037.25,2052.86,2043.75
2022년09월08일,2107.37,2019.42,2010.64,1937.44,1965.16,2047.02,2011.91,2012.62,1994.22,2024.48,2051.15,2080.37,1977.53,2046.89,2038.14,2048.75,2043.75
2022년09월09일,2104.63,2016.58,2007.21,1937.59,1965.37,2041.54,2011.91,2009.10,1993.41,2022.89,2048.13,2081.62,1975.20,2047.72,2036.03,2048.75,2038.75
2022년09월10일,2102.80,2021.45,2007.21,1932.22,1964.33,2040.56,2011.91,2007.45,1992.77,2022.20,2044.08,2076.09,1975.20,2045.98,2030.70,2048.75,2038.75
2022년09월11일,2102.79,2021.02,2007.21,1936.16,1964.57,2040.56,2011.91,2005.56,1994.81,2022.20,2041.91,2076.09,1975.20,2046.37,2030.02,2052.86,2038.75
2022년09월12일,2103.85,2019.80,2007.21,1936.73,1964.57,2040.56,2010.09,2008.25,1992.82,2022.20,2037.52,2076.09,1975.20,2046.37,2032.02,2048.75,2038.75
2022년09월13일,2104.01,2018.80,2007.21,1937.16,1963.94,2040.56,1996.45,2008.33,1994.79,2022.20,2044.47,2071.58,1975.20,2047.56,2031.68,2048.75,2038.75
2022년09월14일,2103.68,2017.13,2007.21,1938.94,1960.88,2039.93,1992.50,2008.12,1994.81,2021.75,2043.74,2068.88,1973.53,2040.73,2027.02,2048.75,2038.75
2022년09월15일,2103.24,2014.30,2007.21,1939.43,1960.98,2036.85,1992.95,2007.06,1995.12,2023.34,2048.83,2066.90,1971.83,2040.51,2027.06,2048.75,2040.00
2022년09월16일,2102.29,2014.41,2003.49,1937.46,1962.02,2037.10,2005.87,2005.88,1993.31,2020.39,2048.09,2063.77,1970.23,2038.56,2029.18,2039.38,2035.00
2022년09월17일,2095.06,2012.70,2002.91,1936.84,1961.78,2036.37,2005.87,2002.62,1990.51,2018.34,2047.81,2064.72,1969.10,2038.49,2025.24,2039.38,2027.50
2022년09월18일,2095.51,2012.65,2001.52,1935.53,1960.76,2036.12,2005.87,2002.66,1990.51,2017.20,2050.93,2061.32,1964.90,2038.27,2025.01,2039.38,2026.25
2022년09월19일,2099.16,2012.33,2000.63,1935.54,1960.76,2034.90,2001.52,2002.40,1988.68,2015.61,2050.55,2059.96,1964.52,2038.18,2024.19,2039.38,2026.25
2022년09월20일,2098.56,2010.33,1998.49,1934.37,1953.22,2035.34,2000.65,1999.97,1986.87,2014.32,2050.00,2055.89,1959.42,2035.53,2018.28,2009.38,2026.25
2022년09월21일,2095.21,1998.26,1995.50,1929.11,1950.16,2034.46,1998.91,1996.34,1978.82,2011.51,2036.22,2053.67,1959.42,2031.87,2008.91,2009.38,2027.50
2022년09월22일,2084.76,2001.68,1990.91,1924.07,1946.55,2029.78,1998.04,1992.53,1975.44,2008.67,2034.22,2049.10,1952.52,2028.84,2005.02,1998.13,2018.75
2022년09월23일,2079.18,1999.49,1985.26,1917.93,1940.48,2029.78,1998.04,1989.99,1970.76,2006.81,2024.96,2044.83,1944.48,2030.63,2006.52,1992.50,2015.63
2022년09월24일,2070.55,1996.90,1978.17,1910.19,1935.47,2026.78,1994.13,1984.95,1965.85,2006.02,2022.00,2035.06,1942.81,2027.89,2002.24,1992.50,2016.88
2022년09월25일,2068.90,1996.41,1977.11,1908.17,1934.14,2026.07,1994.13,1984.46,1967.19,2006.02,2020.24,2027.23,1937.94,2026.59,2001.64,1992.50,2018.13
2022년09월26일,2071.30,1994.31,1972.31,1902.43,1931.90,2023.45,1984.77,1982.76,1965.52,2004.60,2018.76,2025.98,1930.81,2025.33,1999.80,1992.50,2014.38
2022년09월27일,2067.33,1988.28,1961.41,1897.10,1928.88,2021.17,1982.64,1978.37,1958.45,2002.86,2015.43,2013.08,1928.55,2016.13,1996.06,1990.13,2014.38
2022년09월28일,2062.44,1979.80,1953.41,1890.44,1918.56,2013.86,1979.45,1969.93,1953.09,1999.88,2009.11,2003.58,1923.58,2007.48,1988.60,1985.63,2003.13
2022년09월29일,2059.00,1972.91,1946.77,1882.06,1916.46,2012.21,1978.00,1965.82,1943.32,1994.26,2003.04,1997.65,1918.42,2000.43,1984.34,1985.63,1999.38
2022년09월30일,2052.79,1965.06,1942.91,1876.58,1907.29,2009.28,1978.00,1960.48,1938.25,1990.83,1997.11,1995.56,1912.00,1996.91,1981.40,1985.63,1991.88
2022년10월01일,2046.12,1962.65,1935.67,1870.76,1903.88,2007.77,1978.45,1953.51,1932.87,1985.45,1999.85,1994.79,1908.45,1990.66,1981.30,1933.13,1991.88
2022년10월02일,2045.44,1962.28,1935.52,1869.80,1899.40,2007.53,1976.64,1952.34,1932.46,1984.98,1996.43,1994.80,1908.45,1987.21,1977.84,1924.38,1997.14
2022년10월03일,2048.81,1960.19,1938.70,1869.66,1899.19,2007.42,1976.64,1951.71,1929.09,1984.43,1996.24,1996.48,1908.45,1989.68,1977.61,1924.38,1988.13
2022년10월04일,2046.62,1957.52,1937.41,1869.52,1896.10,2007.42,1976.18,1949.09,1927.91,1983.76,1994.13,1997.46,1908.45,1987.04,1976.57,1924.38,1983.13
2022년10월05일,2042.88,1957.40,1935.19,1866.03,1895.58,1996.58,1976.18,1945.73,1925.36,1970.79,1988.21,1995.20,1904.81,1984.23,1970.26,1916.25,1984.38
2022년10월06일,2038.98,1958.18,1928.36,1862.35,1890.71,1998.30,1976.18,1939.56,1918.01,1968.53,1985.85,1993.64,1903.10,1982.87,1970.59,1916.25,1976.88
2022년10월07일,2036.67,1954.68,1922.71,1860.86,1889.08,1996.21,1976.18,1937.74,1917.79,1971.36,1983.87,1979.16,1898.26,1976.38,1969.30,1916.25,1976.88
2022년10월08일,2030.96,1954.18,1922.36,1858.83,1888.15,1996.21,1975.14,1935.62,1917.52,1973.98,1984.96,1978.18,1895.35,1979.67,1969.91,1920.00,1978.13
2022년10월09일,2033.45,1953.18,1922.36,1858.94,1888.15,1995.49,1974.23,1935.36,1917.38,1975.40,1986.02,1978.18,1895.03,1979.57,1970.26,1920.00,1976.88
2022년10월10일,2036.27,1953.56,1923.01,1858.46,1890.34,1995.49,1974.23,1935.63,1916.65,1975.64,1985.53,1978.08,1893.74,1979.57,1970.11,1920.00,1976.88
2022년10월11일,2037.65,1953.88,1922.36,1857.76,1887.73,1992.98,1974.23,1936.33,1916.51,1975.64,1985.43,1978.88,1893.74,1985.04,1970.03,1920.00,1976.88
2022년10월12일,2037.41,1953.88,1921.26,1857.28,1886.27,1992.75,1973.77,1936.75,1916.07,1976.12,1986.00,1978.28,1893.74,1979.67,1968.71,1920.00,1976.88
2022년10월13일,2038.06,1954.10,1921.11,1857.03,1883.83,1992.75,1972.82,1933.97,1914.91,1976.12,1986.57,1977.50,1892.45,1976.38,1968.85,1920.00,1978.13
2022년10월14일,2037.03,1954.10,1919.93,1857.46,1883.83,1992.30,1972.82,1933.42,1914.77,1975.26,1985.21,1975.16,1890.19,1973.30,1968.53,1943.38,1976.88
2022년10월15일,2033.53,1952.80,1920.85,1855.97,1883.49,1991.84,1972.82,1931.96,1912.87,1974.79,2001.09,1974.88,1890.19,1973.30,1968.26,1943.38,1976.88
2022년10월16일,2035.29,1952.96,1920.70,1855.83,1883.42,1991.61,1971.91,1932.13,1913.01,1974.56,2001.09,1974.68,1890.19,1973.30,1967.54,1943.38,1976.88
2022년10월17일,2037.63,1948.59,1920.42,1856.45,1883.42,1988.65,1971.14,1934.36,1913.01,1976.60,2001.09,1974.68,1890.19,1973.64,1967.52,1945.13,1976.88
2022년10월18일,2038.47,1952.48,1920.42,1856.61,1882.48,1989.11,1968.95,1934.12,1911.49,1976.83,2001.63,1974.68,1887.35,1973.51,1968.28,1946.00,1978.13
2022년10월19일,2038.72,1949.64,1919.39,1856.46,1882.16,1989.11,1967.91,1933.17,1911.20,1976.95,1983.36,1974.88,1884.13,1970.85,1965.79,1946.00,1976.88
2022년10월20일,2039.45,1945.44,1918.19,1856.61,1880.67,1985.02,1966.09,1932.76,1909.17,1974.67,1982.79,1970.08,1882.19,1965.87,1962.50,1946.00,1976.88
2022년10월21일,2039.16,1946.10,1917.90,1856.32,1880.06,1979.80,1966.09,1931.49,1909.61,1973.65,1983.45,1964.51,1876.30,1964.43,1963.21,1946.00,1979.38
2022년10월22일,2034.56,1942.45,1919.21,1855.58,1879.65,1978.82,1966.09,1929.51,1909.33,1972.95,1982.45,1969.37,1879.94,1962.62,1961.18,1938.50,1978.13
2022년10월23일,2033.86,1942.45,1919.21,1855.58,1879.24,1978.59,1964.27,1929.04,1910.61,1972.19,1982.45,1968.78,1879.94,1962.15,1959.90,1938.50,1976.88
