,date_oil,area_unique,oil_price,oil_unique
1558,2022-04-09,a-5,1968.0,o-01
1559,2022-04-10,a-5,1967.56,o-01
1560,2022-04-11,a-5,1966.61,o-01
1561,2022-04-12,a-5,1963.55,o-01
1562,2022-04-13,a-5,1962.06,o-01
1563,2022-04-14,a-5,1961.3,o-01
1564,2022-04-15,a-5,1960.57,o-01
1565,2022-04-16,a-5,1960.83,o-01
1566,2022-04-17,a-5,1960.8,o-01
1567,2022-04-18,a-5,1960.4,o-01
1568,2022-04-19,a-5,1960.34,o-01
1569,2022-04-20,a-5,1959.83,o-01
1570,2022-04-21,a-5,1959.92,o-01
1571,2022-04-22,a-5,1960.3,o-01
1572,2022-04-23,a-5,1960.22,o-01
1573,2022-04-24,a-5,1960.58,o-01
1574,2022-04-25,a-5,1961.05,o-01
1575,2022-04-26,a-5,1961.6,o-01
1576,2022-04-27,a-5,1961.85,o-01
1577,2022-04-28,a-5,1962.85,o-01
1578,2022-04-29,a-5,1964.35,o-01
1579,2022-04-30,a-5,1966.85,o-01
1580,2022-05-01,a-5,1945.15,o-01
1581,2022-05-02,a-5,1936.76,o-01
1582,2022-05-03,a-5,1930.78,o-01
1583,2022-05-04,a-5,1927.85,o-01
1584,2022-05-05,a-5,1924.41,o-01
1585,2022-05-06,a-5,1924.3,o-01
1586,2022-05-07,a-5,1924.37,o-01
1587,2022-05-08,a-5,1927.27,o-01
1588,2022-05-09,a-5,1927.91,o-01
1589,2022-05-10,a-5,1934.41,o-01
1590,2022-05-11,a-5,1935.19,o-01
1591,2022-05-12,a-5,1938.92,o-01
1592,2022-05-13,a-5,1943.08,o-01
1593,2022-05-14,a-5,1946.85,o-01
1594,2022-05-15,a-5,1948.64,o-01
1595,2022-05-16,a-5,1950.9,o-01
1596,2022-05-17,a-5,1954.95,o-01
1597,2022-05-18,a-5,1958.54,o-01
1598,2022-05-19,a-5,1963.22,o-01
1599,2022-05-20,a-5,1968.07,o-01
1600,2022-05-21,a-5,1971.73,o-01
1601,2022-05-22,a-5,1973.29,o-01
1602,2022-05-23,a-5,1976.64,o-01
1603,2022-05-24,a-5,1981.85,o-01
1604,2022-05-25,a-5,1984.74,o-01
1605,2022-05-26,a-5,1986.94,o-01
1606,2022-05-27,a-5,1991.38,o-01
1607,2022-05-28,a-5,1993.31,o-01
1608,2022-05-29,a-5,1994.69,o-01
1609,2022-05-30,a-5,1996.17,o-01
1610,2022-05-31,a-5,1998.7,o-01
1611,2022-06-01,a-5,2000.02,o-01
1612,2022-06-02,a-5,2003.8,o-01
1613,2022-06-03,a-5,2006.61,o-01
1614,2022-06-04,a-5,2011.82,o-01
1615,2022-06-05,a-5,2014.18,o-01
1616,2022-06-06,a-5,2015.81,o-01
1617,2022-06-07,a-5,2018.8,o-01
1618,2022-06-08,a-5,2021.19,o-01
1619,2022-06-09,a-5,2025.7,o-01
1620,2022-06-10,a-5,2029.98,o-01
1621,2022-06-11,a-5,2034.82,o-01
1622,2022-06-12,a-5,2036.69,o-01
1623,2022-06-13,a-5,2040.77,o-01
1624,2022-06-14,a-5,2045.81,o-01
1625,2022-06-15,a-5,2049.97,o-01
1626,2022-06-16,a-5,2054.17,o-01
1627,2022-06-17,a-5,2060.26,o-01
1628,2022-06-18,a-5,2067.51,o-01
1629,2022-06-19,a-5,2070.4,o-01
1630,2022-06-20,a-5,2075.78,o-01
1631,2022-06-21,a-5,2081.37,o-01
1632,2022-06-22,a-5,2086.84,o-01
1633,2022-06-23,a-5,2090.01,o-01
1634,2022-06-24,a-5,2094.26,o-01
1635,2022-06-25,a-5,2099.1,o-01
1636,2022-06-26,a-5,2102.07,o-01
1637,2022-06-27,a-5,2107.48,o-01
1638,2022-06-28,a-5,2112.78,o-01
1639,2022-06-29,a-5,2117.8,o-01
1640,2022-06-30,a-5,2123.28,o-01
1641,2022-07-01,a-5,2111.19,o-01
1642,2022-07-02,a-5,2108.06,o-01
1643,2022-07-03,a-5,2105.89,o-01
1644,2022-07-04,a-5,2104.12,o-01
1645,2022-07-05,a-5,2102.04,o-01
1646,2022-07-06,a-5,2098.33,o-01
1647,2022-07-07,a-5,2089.5,o-01
1648,2022-07-08,a-5,2080.05,o-01
1649,2022-07-09,a-5,2074.94,o-01
1650,2022-07-10,a-5,2071.54,o-01
1651,2022-07-11,a-5,2066.61,o-01
1652,2022-07-12,a-5,2059.19,o-01
1653,2022-07-13,a-5,2047.56,o-01
1654,2022-07-14,a-5,2036.45,o-01
1655,2022-07-15,a-5,2022.27,o-01
1656,2022-07-16,a-5,2013.38,o-01
1657,2022-07-17,a-5,2007.85,o-01
1658,2022-07-18,a-5,1999.64,o-01
1659,2022-07-19,a-5,1986.39,o-01
1660,2022-07-20,a-5,1974.5,o-01
1661,2022-07-21,a-5,1961.07,o-01
1662,2022-07-22,a-5,1946.53,o-01
1663,2022-07-23,a-5,1932.41,o-01
1664,2022-07-24,a-5,1926.88,o-01
1665,2022-07-25,a-5,1914.14,o-01
1666,2022-07-26,a-5,1903.0,o-01
1667,2022-07-27,a-5,1894.22,o-01
1668,2022-07-28,a-5,1886.58,o-01
1669,2022-07-29,a-5,1880.0,o-01
1670,2022-07-30,a-5,1874.88,o-01
1671,2022-07-31,a-5,1872.83,o-01
1672,2022-08-01,a-5,1867.64,o-01
1673,2022-08-02,a-5,1860.08,o-01
1674,2022-08-03,a-5,1855.57,o-01
1675,2022-08-04,a-5,1847.16,o-01
1676,2022-08-05,a-5,1840.75,o-01
1677,2022-08-06,a-5,1833.79,o-01
1678,2022-08-07,a-5,1830.37,o-01
1679,2022-08-08,a-5,1823.71,o-01
1680,2022-08-09,a-5,1812.28,o-01
1681,2022-08-10,a-5,1799.66,o-01
1682,2022-08-11,a-5,1785.88,o-01
1683,2022-08-12,a-5,1775.71,o-01
1684,2022-08-13,a-5,1769.81,o-01
1685,2022-08-14,a-5,1767.63,o-01
1686,2022-08-15,a-5,1762.35,o-01
1687,2022-08-16,a-5,1756.67,o-01
1688,2022-08-17,a-5,1748.1,o-01
1689,2022-08-18,a-5,1738.31,o-01
1690,2022-08-19,a-5,1734.45,o-01
1691,2022-08-20,a-5,1730.29,o-01
1692,2022-08-21,a-5,1728.32,o-01
1693,2022-08-22,a-5,1723.05,o-01
1694,2022-08-23,a-5,1718.85,o-01
1695,2022-08-24,a-5,1715.71,o-01
1696,2022-08-25,a-5,1715.24,o-01
1697,2022-08-26,a-5,1713.17,o-01
1698,2022-08-27,a-5,1712.82,o-01
1699,2022-08-28,a-5,1713.35,o-01
1700,2022-08-29,a-5,1712.58,o-01
1701,2022-08-30,a-5,1714.52,o-01
1702,2022-08-31,a-5,1717.22,o-01
1703,2022-09-01,a-5,1716.58,o-01
1704,2022-09-02,a-5,1716.39,o-01
1705,2022-09-03,a-5,1715.7,o-01
1706,2022-09-04,a-5,1715.23,o-01
1707,2022-09-05,a-5,1716.64,o-01
1708,2022-09-06,a-5,1713.73,o-01
1709,2022-09-07,a-5,1714.96,o-01
1710,2022-09-08,a-5,1714.41,o-01
1711,2022-09-09,a-5,1715.39,o-01
1712,2022-09-10,a-5,1715.37,o-01
1713,2022-09-11,a-5,1713.65,o-01
1714,2022-09-12,a-5,1713.94,o-01
1715,2022-09-13,a-5,1714.86,o-01
1716,2022-09-14,a-5,1714.65,o-01
1717,2022-09-15,a-5,1715.12,o-01
1718,2022-09-16,a-5,1714.4,o-01
1719,2022-09-17,a-5,1712.73,o-01
1720,2022-09-18,a-5,1712.46,o-01
1721,2022-09-19,a-5,1711.9,o-01
1722,2022-09-20,a-5,1706.82,o-01
1723,2022-09-21,a-5,1701.3,o-01
1724,2022-09-22,a-5,1697.59,o-01
1725,2022-09-23,a-5,1694.29,o-01
1726,2022-09-24,a-5,1689.52,o-01
1727,2022-09-25,a-5,1687.41,o-01
1728,2022-09-26,a-5,1684.34,o-01
1729,2022-09-27,a-5,1678.94,o-01
1730,2022-09-28,a-5,1671.64,o-01
1731,2022-09-29,a-5,1666.48,o-01
1732,2022-09-30,a-5,1661.29,o-01
1733,2022-10-01,a-5,1657.01,o-01
1734,2022-10-02,a-5,1655.71,o-01
1735,2022-10-03,a-5,1652.29,o-01
1736,2022-10-04,a-5,1647.44,o-01
1737,2022-10-05,a-5,1643.52,o-01
1738,2022-10-06,a-5,1638.96,o-01
1739,2022-10-07,a-5,1637.35,o-01
1740,2022-10-08,a-5,1636.58,o-01
1741,2022-10-09,a-5,1636.71,o-01
1742,2022-10-10,a-5,1636.06,o-01
1743,2022-10-11,a-5,1636.98,o-01
1744,2022-10-12,a-5,1636.28,o-01
1745,2022-10-13,a-5,1634.74,o-01
1746,2022-10-14,a-5,1634.49,o-01
1747,2022-10-15,a-5,1635.39,o-01
1748,2022-10-16,a-5,1634.16,o-01
1749,2022-10-17,a-5,1634.51,o-01
1750,2022-10-18,a-5,1634.79,o-01
1751,2022-10-19,a-5,1635.75,o-01
1752,2022-10-20,a-5,1634.89,o-01
1753,2022-10-21,a-5,1635.4,o-01
1754,2022-10-22,a-5,1635.86,o-01
1755,2022-10-23,a-5,1636.22,o-01
1756,2022-10-24,a-5,1637.11,o-01
1757,2022-10-25,a-5,1637.22,o-01
1758,2022-10-26,a-5,1636.96,o-01
1759,2022-10-27,a-5,1636.26,o-01
1760,2022-10-28,a-5,1635.4,o-01
1761,2022-10-29,a-5,1634.78,o-01
1762,2022-10-30,a-5,1634.81,o-01
1763,2022-10-31,a-5,1634.69,o-01
1764,2022-11-01,a-5,1634.08,o-01
1765,2022-11-02,a-5,1633.81,o-01
1766,2022-11-03,a-5,1633.64,o-01
1767,2022-11-04,a-5,1633.2,o-01
1768,2022-11-05,a-5,1632.96,o-01
1769,2022-11-06,a-5,1633.3,o-01
1770,2022-11-07,a-5,1634.0,o-01
1771,2022-11-08,a-5,1635.24,o-01
1772,2022-11-09,a-5,1636.15,o-01
1773,2022-11-10,a-5,1635.91,o-01
1774,2022-11-11,a-5,1635.69,o-01
1775,2022-11-12,a-5,1635.4,o-01
1776,2022-11-13,a-5,1635.38,o-01
1777,2022-11-14,a-5,1635.43,o-01
1778,2022-11-15,a-5,1634.61,o-01
1779,2022-11-16,a-5,1633.91,o-01
1780,2022-11-17,a-5,1632.33,o-01
1781,2022-11-18,a-5,1629.35,o-01
1782,2022-11-19,a-5,1626.66,o-01
1783,2022-11-20,a-5,1625.45,o-01
1784,2022-11-21,a-5,1623.08,o-01
1785,2022-11-22,a-5,1619.15,o-01
1786,2022-11-23,a-5,1616.41,o-01
1787,2022-11-24,a-5,1613.8,o-01
1788,2022-11-25,a-5,1611.28,o-01
1789,2022-11-26,a-5,1609.01,o-01
1790,2022-11-27,a-5,1607.79,o-01
1791,2022-11-28,a-5,1604.86,o-01
1792,2022-11-29,a-5,1602.02,o-01
1793,2022-11-30,a-5,1600.67,o-01
1794,2022-12-01,a-5,1598.04,o-01
1795,2022-12-02,a-5,1596.72,o-01
1796,2022-12-03,a-5,1595.1,o-01
1797,2022-12-04,a-5,1593.66,o-01
1798,2022-12-05,a-5,1590.29,o-01
1799,2022-12-06,a-5,1585.13,o-01
1800,2022-12-07,a-5,1579.81,o-01
1801,2022-12-08,a-5,1572.97,o-01
1802,2022-12-09,a-5,1566.11,o-01
1803,2022-12-10,a-5,1558.77,o-01
1804,2022-12-11,a-5,1557.54,o-01
1805,2022-12-12,a-5,1552.19,o-01
1806,2022-12-13,a-5,1543.48,o-01
1807,2022-12-14,a-5,1539.0,o-01
1808,2022-12-15,a-5,1531.04,o-01
1809,2022-12-16,a-5,1525.53,o-01
1810,2022-12-17,a-5,1522.59,o-01
1811,2022-12-18,a-5,1521.63,o-01
1812,2022-12-19,a-5,1518.57,o-01
1813,2022-12-20,a-5,1514.46,o-01
1814,2022-12-21,a-5,1512.76,o-01
1815,2022-12-22,a-5,1509.57,o-01
1816,2022-12-23,a-5,1509.08,o-01
1817,2022-12-24,a-5,1509.04,o-01
1818,2022-12-25,a-5,1507.53,o-01
1819,2022-12-26,a-5,1506.78,o-01
1820,2022-12-27,a-5,1506.23,o-01
1821,2022-12-28,a-5,1505.96,o-01
1822,2022-12-29,a-5,1506.14,o-01
1823,2022-12-30,a-5,1507.7,o-01
1824,2022-12-31,a-5,1510.12,o-01
1825,2022-01-01,a-6,1608.33,o-01
1826,2022-01-02,a-6,1608.06,o-01
1827,2022-01-03,a-6,1609.61,o-01
1828,2022-01-04,a-6,1608.86,o-01
1829,2022-01-05,a-6,1608.4,o-01
1830,2022-01-06,a-6,1608.76,o-01
1831,2022-01-07,a-6,1609.33,o-01
1832,2022-01-08,a-6,1610.21,o-01
1833,2022-01-09,a-6,1610.7,o-01
1834,2022-01-10,a-6,1611.65,o-01
1835,2022-01-11,a-6,1612.79,o-01
1836,2022-01-12,a-6,1614.51,o-01
1837,2022-01-13,a-6,1616.43,o-01
1838,2022-01-14,a-6,1618.75,o-01
1839,2022-01-15,a-6,1621.38,o-01
1840,2022-01-16,a-6,1623.21,o-01
1841,2022-01-17,a-6,1627.11,o-01
1842,2022-01-18,a-6,1630.34,o-01
1843,2022-01-19,a-6,1633.14,o-01
1844,2022-01-20,a-6,1636.88,o-01
1845,2022-01-21,a-6,1640.18,o-01
1846,2022-01-22,a-6,1644.42,o-01
1847,2022-01-23,a-6,1646.11,o-01
1848,2022-01-24,a-6,1647.23,o-01
1849,2022-01-25,a-6,1649.62,o-01
1850,2022-01-26,a-6,1653.01,o-01
1851,2022-01-27,a-6,1655.68,o-01
1852,2022-01-28,a-6,1658.42,o-01
1853,2022-01-29,a-6,1662.17,o-01
1854,2022-01-30,a-6,1664.31,o-01
1855,2022-01-31,a-6,1665.63,o-01
1856,2022-02-01,a-6,1668.28,o-01
1857,2022-02-02,a-6,1669.54,o-01
1858,2022-02-03,a-6,1673.47,o-01
1859,2022-02-04,a-6,1677.94,o-01
1860,2022-02-05,a-6,1684.85,o-01
1861,2022-02-06,a-6,1687.48,o-01
1862,2022-02-07,a-6,1691.59,o-01
1863,2022-02-08,a-6,1696.28,o-01
1864,2022-02-09,a-6,1702.71,o-01
1865,2022-02-10,a-6,1706.93,o-01
1866,2022-02-11,a-6,1708.71,o-01
1867,2022-02-12,a-6,1712.1,o-01
1868,2022-02-13,a-6,1715.0,o-01
1869,2022-02-14,a-6,1718.78,o-01
1870,2022-02-15,a-6,1721.92,o-01
1871,2022-02-16,a-6,1725.77,o-01
1872,2022-02-17,a-6,1728.42,o-01
1873,2022-02-18,a-6,1730.45,o-01
1874,2022-02-19,a-6,1732.95,o-01
1875,2022-02-20,a-6,1734.86,o-01
1876,2022-02-21,a-6,1735.65,o-01
1877,2022-02-22,a-6,1737.25,o-01
1878,2022-02-23,a-6,1740.15,o-01
1879,2022-02-24,a-6,1741.93,o-01
1880,2022-02-25,a-6,1747.36,o-01
1881,2022-02-26,a-6,1750.78,o-01
1882,2022-02-27,a-6,1752.45,o-01
1883,2022-02-28,a-6,1753.42,o-01
1884,2022-03-01,a-6,1759.4,o-01
1885,2022-03-02,a-6,1765.21,o-01
1886,2022-03-03,a-6,1774.16,o-01
1887,2022-03-04,a-6,1791.79,o-01
1888,2022-03-05,a-6,1810.46,o-01
1889,2022-03-06,a-6,1825.44,o-01
1890,2022-03-07,a-6,1847.29,o-01
1891,2022-03-08,a-6,1890.92,o-01
1892,2022-03-09,a-6,1930.13,o-01
1893,2022-03-10,a-6,1957.85,o-01
1894,2022-03-11,a-6,1982.82,o-01
1895,2022-03-12,a-6,1996.88,o-01
1896,2022-03-13,a-6,2003.32,o-01
1897,2022-03-14,a-6,2012.63,o-01
1898,2022-03-15,a-6,2020.07,o-01
1899,2022-03-16,a-6,2019.41,o-01
1900,2022-03-17,a-6,2015.11,o-01
1901,2022-03-18,a-6,2011.48,o-01
1902,2022-03-19,a-6,2009.91,o-01
1903,2022-03-20,a-6,2009.96,o-01
1904,2022-03-21,a-6,2009.33,o-01
1905,2022-03-22,a-6,2008.4,o-01
1906,2022-03-23,a-6,2006.7,o-01
1907,2022-03-24,a-6,2006.77,o-01
1908,2022-03-25,a-6,2005.05,o-01
1909,2022-03-26,a-6,2004.91,o-01
1910,2022-03-27,a-6,2004.82,o-01
1911,2022-03-28,a-6,2004.96,o-01
1912,2022-03-29,a-6,2004.64,o-01
1913,2022-03-30,a-6,2003.04,o-01
1914,2022-03-31,a-6,2002.57,o-01
1915,2022-04-01,a-6,1998.25,o-01
1916,2022-04-02,a-6,1996.07,o-01
1917,2022-04-03,a-6,1995.11,o-01
1918,2022-04-04,a-6,1992.39,o-01
1919,2022-04-05,a-6,1987.33,o-01
1920,2022-04-06,a-6,1984.42,o-01
1921,2022-04-07,a-6,1982.3,o-01
1922,2022-04-08,a-6,1979.0,o-01
1923,2022-04-09,a-6,1976.89,o-01
1924,2022-04-10,a-6,1975.42,o-01
1925,2022-04-11,a-6,1971.82,o-01
1926,2022-04-12,a-6,1967.67,o-01
1927,2022-04-13,a-6,1964.36,o-01
1928,2022-04-14,a-6,1961.77,o-01
1929,2022-04-15,a-6,1958.07,o-01
1930,2022-04-16,a-6,1956.23,o-01
1931,2022-04-17,a-6,1955.91,o-01
1932,2022-04-18,a-6,1955.39,o-01
1933,2022-04-19,a-6,1954.88,o-01
1934,2022-04-20,a-6,1953.68,o-01
1935,2022-04-21,a-6,1953.08,o-01
1936,2022-04-22,a-6,1952.66,o-01
1937,2022-04-23,a-6,1952.47,o-01
1938,2022-04-24,a-6,1952.23,o-01
1939,2022-04-25,a-6,1951.74,o-01
1940,2022-04-26,a-6,1951.7,o-01
1941,2022-04-27,a-6,1951.91,o-01
1942,2022-04-28,a-6,1954.16,o-01
1943,2022-04-29,a-6,1957.05,o-01
1944,2022-04-30,a-6,1965.66,o-01
1945,2022-05-01,a-6,1943.04,o-01
1946,2022-05-02,a-6,1930.28,o-01
1947,2022-05-03,a-6,1925.83,o-01
1948,2022-05-04,a-6,1921.82,o-01
1949,2022-05-05,a-6,1918.39,o-01
1950,2022-05-06,a-6,1917.87,o-01
1951,2022-05-07,a-6,1919.08,o-01
1952,2022-05-08,a-6,1924.77,o-01
1953,2022-05-09,a-6,1929.68,o-01
1954,2022-05-10,a-6,1937.92,o-01
1955,2022-05-11,a-6,1938.81,o-01
1956,2022-05-12,a-6,1942.18,o-01
1957,2022-05-13,a-6,1944.35,o-01
1958,2022-05-14,a-6,1945.82,o-01
1959,2022-05-15,a-6,1948.06,o-01
1960,2022-05-16,a-6,1949.84,o-01
1961,2022-05-17,a-6,1955.03,o-01
1962,2022-05-18,a-6,1958.6,o-01
1963,2022-05-19,a-6,1965.27,o-01
1964,2022-05-20,a-6,1971.36,o-01
1965,2022-05-21,a-6,1976.87,o-01
1966,2022-05-22,a-6,1980.01,o-01
1967,2022-05-23,a-6,1984.53,o-01
1968,2022-05-24,a-6,1992.41,o-01
1969,2022-05-25,a-6,1995.86,o-01
1970,2022-05-26,a-6,1998.01,o-01
1971,2022-05-27,a-6,2000.24,o-01
1972,2022-05-28,a-6,2001.47,o-01
1973,2022-05-29,a-6,2002.39,o-01
1974,2022-05-30,a-6,2003.41,o-01
1975,2022-05-31,a-6,2006.0,o-01
1976,2022-06-01,a-6,2009.81,o-01
1977,2022-06-02,a-6,2014.17,o-01
1978,2022-06-03,a-6,2018.38,o-01
1979,2022-06-04,a-6,2024.28,o-01
1980,2022-06-05,a-6,2027.9,o-01
1981,2022-06-06,a-6,2029.83,o-01
1982,2022-06-07,a-6,2034.25,o-01
1983,2022-06-08,a-6,2041.18,o-01
1984,2022-06-09,a-6,2045.75,o-01
1985,2022-06-10,a-6,2053.84,o-01
1986,2022-06-11,a-6,2060.63,o-01
1987,2022-06-12,a-6,2066.64,o-01
1988,2022-06-13,a-6,2073.68,o-01
1989,2022-06-14,a-6,2079.85,o-01
1990,2022-06-15,a-6,2084.87,o-01
1991,2022-06-16,a-6,2088.55,o-01
1992,2022-06-17,a-6,2096.12,o-01
1993,2022-06-18,a-6,2099.07,o-01
1994,2022-06-19,a-6,2101.24,o-01
1995,2022-06-20,a-6,2104.25,o-01
1996,2022-06-21,a-6,2110.39,o-01
1997,2022-06-22,a-6,2115.37,o-01
1998,2022-06-23,a-6,2119.66,o-01
1999,2022-06-24,a-6,2125.24,o-01
2000,2022-06-25,a-6,2130.25,o-01
2001,2022-06-26,a-6,2133.47,o-01
2002,2022-06-27,a-6,2136.26,o-01
2003,2022-06-28,a-6,2139.03,o-01
2004,2022-06-29,a-6,2141.68,o-01
2005,2022-06-30,a-6,2144.03,o-01
2006,2022-07-01,a-6,2127.48,o-01
2007,2022-07-02,a-6,2121.39,o-01
2008,2022-07-03,a-6,2119.57,o-01
2009,2022-07-04,a-6,2117.77,o-01
2010,2022-07-05,a-6,2115.38,o-01
2011,2022-07-06,a-6,2107.63,o-01
2012,2022-07-07,a-6,2100.34,o-01
2013,2022-07-08,a-6,2089.89,o-01
2014,2022-07-09,a-6,2084.85,o-01
2015,2022-07-10,a-6,2079.58,o-01
2016,2022-07-11,a-6,2071.14,o-01
2017,2022-07-12,a-6,2058.5,o-01
2018,2022-07-13,a-6,2046.98,o-01
2019,2022-07-14,a-6,2030.37,o-01
2020,2022-07-15,a-6,2014.2,o-01
2021,2022-07-16,a-6,2004.83,o-01
2022,2022-07-17,a-6,1999.03,o-01
2023,2022-07-18,a-6,1990.77,o-01
2024,2022-07-19,a-6,1977.54,o-01
2025,2022-07-20,a-6,1965.65,o-01
2026,2022-07-21,a-6,1955.94,o-01
2027,2022-07-22,a-6,1941.65,o-01
2028,2022-07-23,a-6,1927.35,o-01
2029,2022-07-24,a-6,1920.7,o-01
2030,2022-07-25,a-6,1910.0,o-01
2031,2022-07-26,a-6,1897.09,o-01
2032,2022-07-27,a-6,1889.74,o-01
2033,2022-07-28,a-6,1879.36,o-01
2034,2022-07-29,a-6,1867.89,o-01
2035,2022-07-30,a-6,1862.04,o-01
2036,2022-07-31,a-6,1859.92,o-01
2037,2022-08-01,a-6,1853.89,o-01
2038,2022-08-02,a-6,1847.14,o-01
2039,2022-08-03,a-6,1837.4,o-01
2040,2022-08-04,a-6,1831.45,o-01
2041,2022-08-05,a-6,1824.66,o-01
2042,2022-08-06,a-6,1816.54,o-01
2043,2022-08-07,a-6,1813.97,o-01
2044,2022-08-08,a-6,1808.4,o-01
2045,2022-08-09,a-6,1802.83,o-01
2046,2022-08-10,a-6,1793.63,o-01
2047,2022-08-11,a-6,1785.38,o-01
2048,2022-08-12,a-6,1775.84,o-01
2049,2022-08-13,a-6,1769.14,o-01
2050,2022-08-14,a-6,1767.5,o-01
2051,2022-08-15,a-6,1763.01,o-01
2052,2022-08-16,a-6,1755.78,o-01
2053,2022-08-17,a-6,1747.95,o-01
2054,2022-08-18,a-6,1736.5,o-01
2055,2022-08-19,a-6,1729.74,o-01
2056,2022-08-20,a-6,1725.62,o-01
2057,2022-08-21,a-6,1723.31,o-01
2058,2022-08-22,a-6,1718.0,o-01
2059,2022-08-23,a-6,1715.08,o-01
2060,2022-08-24,a-6,1712.28,o-01
2061,2022-08-25,a-6,1710.75,o-01
2062,2022-08-26,a-6,1712.54,o-01
2063,2022-08-27,a-6,1714.4,o-01
2064,2022-08-28,a-6,1716.3,o-01
2065,2022-08-29,a-6,1719.59,o-01
2066,2022-08-30,a-6,1723.58,o-01
2067,2022-08-31,a-6,1727.88,o-01
2068,2022-09-01,a-6,1732.66,o-01
2069,2022-09-02,a-6,1734.05,o-01
2070,2022-09-03,a-6,1734.19,o-01
2071,2022-09-04,a-6,1734.51,o-01
2072,2022-09-05,a-6,1734.88,o-01
2073,2022-09-06,a-6,1734.14,o-01
2074,2022-09-07,a-6,1733.39,o-01
2075,2022-09-08,a-6,1732.66,o-01
2076,2022-09-09,a-6,1732.36,o-01
2077,2022-09-10,a-6,1732.76,o-01
2078,2022-09-11,a-6,1732.94,o-01
2079,2022-09-12,a-6,1732.95,o-01
2080,2022-09-13,a-6,1732.96,o-01
2081,2022-09-14,a-6,1731.0,o-01
2082,2022-09-15,a-6,1729.48,o-01
2083,2022-09-16,a-6,1727.54,o-01
2084,2022-09-17,a-6,1725.29,o-01
2085,2022-09-18,a-6,1723.59,o-01
2086,2022-09-19,a-6,1720.7,o-01
2087,2022-09-20,a-6,1716.57,o-01
2088,2022-09-21,a-6,1710.48,o-01
2089,2022-09-22,a-6,1706.53,o-01
2090,2022-09-23,a-6,1702.94,o-01
2091,2022-09-24,a-6,1699.04,o-01
2092,2022-09-25,a-6,1694.88,o-01
2093,2022-09-26,a-6,1690.48,o-01
2094,2022-09-27,a-6,1683.44,o-01
2095,2022-09-28,a-6,1674.72,o-01
2096,2022-09-29,a-6,1667.35,o-01
2097,2022-09-30,a-6,1661.47,o-01
2098,2022-10-01,a-6,1652.76,o-01
2099,2022-10-02,a-6,1648.79,o-01
2100,2022-10-03,a-6,1646.21,o-01
2101,2022-10-04,a-6,1645.2,o-01
2102,2022-10-05,a-6,1642.22,o-01
2103,2022-10-06,a-6,1640.32,o-01
2104,2022-10-07,a-6,1638.76,o-01
2105,2022-10-08,a-6,1639.71,o-01
2106,2022-10-09,a-6,1640.42,o-01
2107,2022-10-10,a-6,1641.24,o-01
2108,2022-10-11,a-6,1641.96,o-01
2109,2022-10-12,a-6,1641.96,o-01
2110,2022-10-13,a-6,1642.27,o-01
2111,2022-10-14,a-6,1642.84,o-01
2112,2022-10-15,a-6,1642.45,o-01
2113,2022-10-16,a-6,1641.92,o-01
2114,2022-10-17,a-6,1641.51,o-01
2115,2022-10-18,a-6,1642.04,o-01
2116,2022-10-19,a-6,1642.29,o-01
2117,2022-10-20,a-6,1639.7,o-01
2118,2022-10-21,a-6,1638.62,o-01
2119,2022-10-22,a-6,1637.05,o-01
2120,2022-10-23,a-6,1636.31,o-01
2121,2022-10-24,a-6,1636.12,o-01
2122,2022-10-25,a-6,1636.31,o-01
2123,2022-10-26,a-6,1634.62,o-01
2124,2022-10-27,a-6,1633.11,o-01
2125,2022-10-28,a-6,1632.03,o-01
2126,2022-10-29,a-6,1631.01,o-01
2127,2022-10-30,a-6,1630.93,o-01
2128,2022-10-31,a-6,1630.43,o-01
2129,2022-11-01,a-6,1629.86,o-01
2130,2022-11-02,a-6,1628.72,o-01
2131,2022-11-03,a-6,1626.75,o-01
2132,2022-11-04,a-6,1623.88,o-01
2133,2022-11-05,a-6,1624.53,o-01
2134,2022-11-06,a-6,1625.03,o-01
2135,2022-11-07,a-6,1625.23,o-01
2136,2022-11-08,a-6,1626.19,o-01
2137,2022-11-09,a-6,1626.76,o-01
2138,2022-11-10,a-6,1627.0,o-01
2139,2022-11-11,a-6,1625.59,o-01
2140,2022-11-12,a-6,1625.99,o-01
2141,2022-11-13,a-6,1625.53,o-01
2142,2022-11-14,a-6,1625.59,o-01
2143,2022-11-15,a-6,1623.78,o-01
2144,2022-11-16,a-6,1623.0,o-01
2145,2022-11-17,a-6,1622.06,o-01
2146,2022-11-18,a-6,1620.16,o-01
2147,2022-11-19,a-6,1617.84,o-01
2148,2022-11-20,a-6,1616.53,o-01
2149,2022-11-21,a-6,1614.63,o-01
2150,2022-11-22,a-6,1612.7,o-01
2151,2022-11-23,a-6,1609.66,o-01
2152,2022-11-24,a-6,1606.68,o-01
2153,2022-11-25,a-6,1605.13,o-01
2154,2022-11-26,a-6,1602.59,o-01
2155,2022-11-27,a-6,1601.04,o-01
2156,2022-11-28,a-6,1599.65,o-01
2157,2022-11-29,a-6,1597.97,o-01
2158,2022-11-30,a-6,1598.37,o-01
2159,2022-12-01,a-6,1599.95,o-01
2160,2022-12-02,a-6,1599.12,o-01
2161,2022-12-03,a-6,1598.64,o-01
2162,2022-12-04,a-6,1597.98,o-01
2163,2022-12-05,a-6,1596.12,o-01
2164,2022-12-06,a-6,1590.35,o-01
